序号,基金代码,基金简称,类型,日期,单位净值,累计净值,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立日期
485,513850,易方达MSCI美国50ETF(QDII),指数型-海外股票,2025-03-11,1.2617,1.2617,-4.42,-10.07,-10.63,1.2,12.78,,,-8.16,26.17,2023-11-06
486,159592,银华中证A50ETF,指数型-股票,2025-03-12,1.1278,1.1278,0.62,0.35,-2.05,22.49,12.78,,,-0.1,12.78,2024-03-06
487,562000,华宝中证A100ETF,指数型-股票,2025-03-12,0.9622,0.9622,0.73,0.64,-0.4,23.53,12.76,3.13,,1.07,-3.78,2022-07-21
488,159923,大成中证A100ETF,指数型-股票,2025-03-12,1.769,1.769,0.72,0.64,-0.55,23.32,12.75,1.96,-5.3,1.02,76.9,2013-02-07
489,561550,华泰柏瑞中证500增强策略ETF,指数型-股票,2025-03-12,0.9625,0.9625,0.99,2.13,1.97,31.24,12.73,5.28,3.98,6.9,-3.75,2021-12-02
490,515800,添富中证800ETF,指数型-股票,2025-03-13,1.0219,1.1339,-1.06,0.53,-0.21,26.88,12.72,2.12,-1.73,0.83,14.46,2019-10-08
491,515590,前海开源中证500等权ETF,指数型-股票,2025-03-12,1.5007,1.5007,1.63,2.34,-0.79,35.08,12.7,1.21,1.88,5.62,50.07,2019-11-14
492,510590,平安中证500ETF,指数型-股票,2025-03-12,6.2384,1.1761,1.51,1.75,-0.66,33.19,12.68,-0.16,-2.07,5.54,16.88,2018-03-23
493,159718,平安中证港股通医药卫生综合ETF,指数型-股票,2025-03-12,0.6695,0.6695,-1.14,11.27,11.23,25.49,12.67,-19.78,-8.63,15.59,-33.05,2021-12-16
494,560100,南方中证500增强策略ETF,指数型-股票,2025-03-12,0.9992,0.9992,1.75,1.31,-0.42,30.97,12.67,4.86,3.57,4.73,-0.08,2022-01-26
495,510200,汇安上证证券ETF,指数型-股票,2025-03-12,1.1954,1.1954,0.63,-0.76,-9.53,24.31,12.66,19.4,11.55,-3.04,19.54,2020-04-09
496,159596,华宝中证A50ETF,指数型-股票,2025-03-13,1.1056,1.1258,-0.97,0.14,0.55,22.87,12.65,,,-0.21,12.56,2024-03-07
497,159601,华夏MSCI中国A50互联互通ETF,指数型-股票,2025-03-12,0.8273,0.8273,0.76,0.12,-1.68,19.66,12.63,2.58,-5.14,-0.43,-17.27,2021-11-01
498,512090,易方达MSCI中国A股ETF,指数型-股票,2025-03-12,1.5835,1.5835,0.8,0.45,-2.08,25.48,12.6,4.39,0.16,0.6,58.35,2018-05-17
499,515380,泰康沪深300ETF,指数型-股票,2025-03-12,4.4195,1.0766,0.63,0.19,-2.23,24.46,12.59,4.74,-1.39,0.0,7.68,2019-12-27
500,159975,招商深证100ETF,指数型-股票,2025-03-12,0.5781,1.321,0.49,-0.45,-2.5,29.16,12.56,-3.23,-9.52,1.23,32.1,2019-11-07
501,159627,华夏中证A100ETF,指数型-股票,2025-03-12,1.0696,1.0696,0.75,0.67,-0.49,23.48,12.54,1.99,,1.02,6.96,2022-11-08
502,159880,鹏华国证有色金属行业ETF,指数型-股票,2025-03-12,1.0983,1.0983,4.14,2.43,0.91,25.72,12.53,-0.14,-11.96,10.28,9.83,2021-03-08
503,510380,国寿安保沪深300ETF,指数型-股票,2025-03-12,1.1305,1.1305,0.63,0.19,-2.18,24.52,12.51,4.01,-2.57,0.03,13.03,2018-01-19
504,512400,南方中证申万有色金属ETF,指数型-股票,2025-03-12,1.0869,1.0969,4.61,3.22,1.85,26.92,12.5,-2.62,-14.41,11.81,9.95,2017-08-03
505,159686,易方达中证A100ETF,指数型-股票,2025-03-12,1.0386,1.0386,0.74,0.65,-0.56,23.66,12.5,,,0.99,3.86,2023-07-11
506,159925,南方沪深300ETF,指数型-股票,2025-03-12,3.9544,1.7784,0.63,0.2,-2.27,24.39,12.44,4.41,-1.75,-0.01,103.54,2013-02-18
507,560050,汇添富MSCI中国A50互联互通ETF,指数型-股票,2025-03-12,0.8227,0.8227,0.77,0.09,-1.73,19.37,12.44,2.48,-5.43,-0.5,-17.74,2021-10-29
508,510310,易方达沪深300发起式ETF,指数型-股票,2025-03-12,3.865,1.9718,0.63,0.21,-2.22,24.36,12.42,4.44,-1.58,0.02,97.19,2013-03-06
509,515660,国联安沪深300ETF,指数型-股票,2025-03-12,4.7457,1.2257,0.62,0.19,-2.23,24.37,12.41,5.15,-0.35,0.01,22.57,2019-11-25
510,510350,工银瑞信沪深300ETF,指数型-股票,2025-03-12,3.9792,1.1316,0.63,0.21,-2.21,24.13,12.4,4.45,-1.4,0.02,14.13,2019-05-20
511,515350,民生加银沪深300ETF,指数型-股票,2025-03-12,5.12,1.2727,0.63,0.22,-2.22,24.16,12.38,4.66,-1.42,0.0,27.27,2019-12-24
512,159593,平安中证A50ETF,指数型-股票,2025-03-12,1.1454,1.1454,0.58,0.29,-2.03,22.84,12.38,,,-0.13,14.54,2024-03-04
513,511380,博时可转债ETF,指数型-固收,2025-03-12,12.1896,1.219,0.93,1.61,3.3,18.29,12.37,8.64,8.15,5.09,21.86,2020-03-06
514,159776,银华中证港股通医药卫生综合ETF,指数型-股票,2025-03-12,0.8972,0.8972,-1.25,11.18,10.98,25.2,12.35,-21.86,-9.72,15.56,-10.28,2022-03-07
515,510680,万家上证50ETF,指数型-股票,2025-03-12,2.7741,2.7741,1.02,0.97,-0.74,21.55,12.34,7.24,-1.1,-0.29,177.41,2013-10-31
516,510980,汇添富上证综合ETF,指数型-股票,2025-03-12,1.1394,1.1394,0.84,0.31,-2.56,22.5,12.34,,,0.22,13.94,2023-11-22
517,510390,平安沪深300ETF,指数型-股票,2025-03-12,4.2669,1.1474,0.62,0.15,-2.29,23.9,12.29,4.14,-1.85,-0.07,13.08,2017-12-25
518,512650,添富中证长三角ETF,指数型-股票,2025-03-12,1.0035,1.0035,0.64,-0.14,-1.43,27.41,12.29,0.11,-8.28,1.92,0.35,2019-07-26
519,510100,易方达上证50ETF,指数型-股票,2025-03-12,2.6685,1.1879,1.03,1.06,-0.99,21.2,12.29,8.09,0.32,-0.39,18.8,2019-09-06
520,515310,添富沪深300ETF,指数型-股票,2025-03-13,1.1418,1.1418,-1.13,0.14,-0.33,23.95,12.26,2.07,-3.56,-0.46,14.18,2019-12-04
521,510570,兴业中证500ETF,指数型-股票,2025-03-12,0.9393,0.9393,1.43,1.58,-0.98,31.7,12.22,0.5,-2.35,5.2,-6.03,2020-06-30
522,511090,鹏扬中债-30年期国债ETF,指数型-固收,2025-03-12,121.1116,1.2561,-2.88,-4.59,-0.03,4.24,12.22,,,-2.62,25.95,2023-05-19
523,159577,汇添富MSCI美国50ETF,指数型-海外股票,2025-03-12,1.1463,1.1463,-4.64,-9.08,-9.22,1.16,12.22,,,-7.28,14.63,2024-02-05
524,515390,华安沪深300ETF,指数型-股票,2025-03-12,1.1146,1.1146,0.62,0.2,-2.27,24.23,12.2,3.84,-2.33,-0.01,11.39,2019-12-13
525,159673,鹏华沪深300ETF,指数型-股票,2025-03-12,1.051,1.051,0.6,0.17,-2.19,24.11,12.2,,,0.02,5.1,2023-06-21
526,510160,中证南方小康产业指数ETF,指数型-股票,2025-03-12,0.8319,2.0697,0.05,-0.64,-5.38,19.56,12.19,13.49,14.95,-4.37,106.97,2010-08-27
527,560350,摩根中证A50ETF,指数型-股票,2025-03-12,1.1126,1.1389,0.57,0.27,-2.23,22.59,12.19,,,-0.16,13.73,2024-03-05
528,515160,招商MSCI中国A股国际通ETF,指数型-股票,2025-03-12,1.2997,1.2997,0.78,0.41,-2.26,25.28,12.17,3.03,-1.51,0.39,29.97,2020-02-03
529,159661,嘉实中证A100ETF,指数型-股票,2025-03-12,1.151,1.151,0.73,0.66,-0.43,23.01,12.17,,,1.04,15.1,2023-11-23
530,512550,嘉实富时中国A50ETF,指数型-股票,2025-03-12,1.5075,1.5075,0.84,0.65,-2.46,19.09,12.16,10.18,5.51,-1.48,50.75,2017-07-03
531,510330,华夏沪深300ETF,指数型-股票,2025-03-12,4.0491,1.9768,0.63,0.21,-2.23,24.35,12.13,3.81,-2.7,0.02,104.95,2012-12-25
532,515330,天弘沪深300ETF,指数型-股票,2025-03-12,1.1023,1.1023,0.62,0.18,-2.28,24.24,12.12,3.82,-2.48,-0.05,10.23,2019-12-05
533,159913,交银深证300价值ETF,指数型-股票,2025-03-12,2.202,2.202,-0.54,0.41,1.39,23.25,12.1,9.8,6.55,1.62,119.5,2011-09-22
534,159912,汇添富深证300ETF,指数型-股票,2025-03-12,1.4541,1.4541,0.86,0.64,-1.82,31.47,12.1,-5.22,-12.82,2.77,45.44,2011-09-16
535,515130,博时沪深300ETF,指数型-股票,2025-03-12,1.2409,1.2409,0.69,0.31,-2.05,24.14,12.1,3.7,-3.23,0.17,24.07,2020-04-03
536,510300,华泰柏瑞沪深300ETF,指数型-股票,2025-03-12,4.0235,1.7407,0.63,0.21,-2.24,24.16,12.09,3.63,-3.07,0.0,78.81,2012-05-04
537,560500,鹏扬中证500质量成长ETF,指数型-股票,2025-03-12,0.9571,0.9571,1.65,0.59,1.07,24.56,12.09,3.98,-4.95,5.06,-4.29,2021-08-04
538,159773,华泰柏瑞创业板科技ETF,指数型-股票,2025-03-12,0.7547,0.7547,0.08,-0.51,-2.85,40.41,12.07,-3.49,-10.09,4.1,-24.53,2021-09-23
539,159919,嘉实沪深300ETF,指数型-股票,2025-03-12,4.1263,1.8652,0.63,0.21,-2.23,24.26,12.04,3.66,-2.87,0.01,85.94,2012-05-07
540,510360,广发沪深300ETF,指数型-股票,2025-03-12,1.4611,1.4611,0.61,0.16,-2.37,24.12,12.03,3.86,-2.66,-0.09,46.11,2015-08-20
541,515360,方正富邦沪深300ETF,指数型-股票,2025-03-12,5.3059,1.3096,0.66,0.23,-2.26,23.92,11.99,4.27,-1.15,-0.03,30.96,2019-09-24
542,510050,华夏上证50ETF,指数型-股票,2025-03-12,2.7282,4.0786,1.04,1.08,-1.02,21.24,11.98,7.04,-1.72,-0.37,354.04,2004-12-30
543,510550,方正富邦中证500ETF,指数型-股票,2025-03-12,1.5133,1.5133,1.46,1.45,-1.23,32.71,11.98,-0.78,-3.89,5.17,51.36,2018-11-30
544,516530,银华中证现代物流ETF,指数型-股票,2025-03-12,0.8832,0.8832,1.28,0.99,-5.27,17.26,11.91,-4.69,-3.92,-1.67,-11.68,2022-01-04
545,510190,华安上证50ETF,指数型-股票,2025-03-12,3.7901,1.4524,1.03,1.06,-1.04,20.77,11.9,7.6,0.51,-0.36,45.24,2010-11-18
546,512150,汇安富时中国A50ETF,指数型-股票,2025-03-12,1.6162,1.6162,0.78,0.61,-2.57,18.73,11.88,7.66,3.53,-1.59,62.56,2018-12-21
547,515300,嘉实沪深300红利低波动ETF,指数型-股票,2025-03-12,1.3313,1.5976,-0.86,-1.19,-2.92,13.83,11.86,32.4,40.58,-4.6,62.54,2019-08-08
548,560180,南方沪深300ESG基准ETF,指数型-股票,2025-03-12,1.0112,1.0112,0.46,0.51,-1.43,23.97,11.86,,,0.15,1.12,2023-04-13
549,159150,易方达深证50ETF,指数型-股票,2025-03-12,1.183,1.183,0.49,-1.04,-3.51,27.11,11.84,,,-0.16,18.3,2023-11-29
550,159576,广发深证100ETF,指数型-股票,2025-03-12,1.1788,1.1851,0.47,-0.49,-2.71,29.53,11.78,,,0.95,18.55,2023-12-21
551,159791,华夏沪深300ESG基准ETF,指数型-股票,2025-03-12,0.941,0.941,0.45,0.51,-1.51,23.9,11.74,3.71,-3.55,0.2,-5.9,2022-02-24
552,561200,工银中证A100ETF,指数型-股票,2025-03-12,1.1903,1.1903,0.7,0.62,-0.53,23.21,11.73,,,0.97,19.05,2023-12-22
553,561990,招商沪深300增强策略ETF,指数型-股票,2025-03-12,0.8633,0.8633,0.66,0.5,-1.72,22.54,11.7,4.71,-0.05,0.22,-13.67,2021-12-02
554,510600,申万菱信上证50ETF,指数型-股票,2025-03-12,3.4258,1.3959,1.0,0.98,-1.0,20.61,11.63,6.64,-1.65,-0.5,39.59,2018-09-03
555,516910,富国中证现代物流ETF,指数型-股票,2025-03-12,1.0232,1.0232,1.3,1.0,-5.42,17.21,11.59,-4.8,-4.09,-1.79,2.32,2021-06-03
556,510990,工银瑞信中证180ESGETF,指数型-股票,2025-03-12,0.8947,0.8947,0.58,-0.06,-2.25,20.17,11.59,6.61,0.11,-0.81,-10.55,2021-06-18
557,159777,国联安创业板科技ETF,指数型-股票,2025-03-12,0.7254,0.7254,0.1,-0.48,-2.89,38.57,11.53,-4.14,-11.67,4.09,-27.46,2021-09-27
558,561900,招商沪深300ESG基准ETF,指数型-股票,2025-03-12,0.8401,0.8401,0.45,0.49,-1.47,23.49,11.52,4.79,-0.86,0.15,-15.99,2021-07-06
559,513970,景顺长城恒生消费ETF(QDII),指数型-海外股票,2025-03-12,0.9092,0.9092,1.09,5.5,-0.37,29.85,11.49,,,4.49,-9.08,2023-04-12
560,517160,南方中证长江保护主题ETF,指数型-股票,2025-03-12,0.7304,0.7304,1.36,1.43,-2.78,27.18,11.48,-5.07,-16.86,0.77,-26.96,2021-11-26
561,159965,国联央视财经50ETF,指数型-股票,2025-03-12,1.4565,1.4565,0.33,0.59,-0.82,23.44,11.38,12.46,9.44,0.39,45.65,2019-03-19
562,512870,南华中证杭州湾区ETF,指数型-股票,2025-03-12,1.2463,1.2463,0.87,-0.02,0.79,34.56,11.37,-14.44,-24.46,6.91,26.49,2018-12-14
563,159730,博时国证龙头家电ETF,指数型-股票,2025-03-12,1.0022,1.0022,0.11,-1.6,-1.5,16.22,11.36,13.12,16.43,1.73,0.22,2021-12-13
564,517330,易方达中证长江保护主题ETF,指数型-股票,2025-03-12,0.7342,0.7342,1.37,1.45,-2.78,26.98,11.31,-5.06,-16.59,0.81,-26.6,2021-11-26
565,159621,国泰MSCI中国A股ESG通用ETF,指数型-股票,2025-03-12,0.9874,0.9874,0.49,0.12,-2.81,22.34,11.31,0.59,,-0.3,-1.26,2022-08-30
566,159608,广发中证稀有金属主题ETF,指数型-股票,2025-03-12,0.6155,0.6155,4.22,5.25,0.2,36.66,11.2,-19.22,-31.22,10.94,-38.45,2021-12-15
567,516720,浦银安盛中证ESG120策略ETF,指数型-股票,2025-03-12,0.8834,0.8834,0.4,0.39,-1.35,21.45,11.11,5.37,-2.25,0.06,-11.66,2021-07-22
568,159641,招商中证上海环交所碳中和ETF,指数型-股票,2025-03-12,0.808,0.808,0.64,1.08,-1.68,22.28,11.03,-4.84,,2.75,-19.2,2022-07-14
569,159350,富国深证50ETF,指数型-股票,2025-03-12,1.1708,1.1708,0.5,-1.09,-3.73,26.16,10.97,,,-0.38,17.23,2023-11-30
570,159961,方正富邦深证100ETF,指数型-股票,2025-03-12,1.6701,1.6701,0.46,-0.51,-3.03,28.18,10.96,-5.63,-12.53,0.71,66.58,2018-11-02
571,513730,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),指数型-海外股票,2025-03-11,1.1378,1.1378,-2.09,-11.32,-18.22,-3.13,10.94,,,-14.66,13.78,2023-11-15
572,510290,南方上证380ETF,指数型-股票,2025-03-12,2.0546,2.0546,1.84,1.22,-0.63,28.0,10.89,-0.45,-0.89,4.42,105.52,2011-09-16
573,159901,易方达深证100ETF,指数型-股票,2025-03-12,2.7911,5.4141,0.44,-0.52,-3.02,28.28,10.71,-6.44,-13.71,0.76,446.02,2006-03-24
574,512380,银华MSCI中国A股ETF,指数型-股票,2025-03-12,1.3336,1.3336,0.75,0.3,-2.32,24.13,10.65,0.98,-3.87,0.36,33.36,2019-03-19
575,512520,华泰MSCI中国A股国际通ETF,指数型-股票,2025-03-12,1.1965,1.5265,0.8,0.45,-2.37,24.05,10.6,1.84,-1.99,0.4,52.42,2018-04-26
576,515770,摩根MSCI中国A股ETF,指数型-股票,2025-03-12,1.1692,1.1692,0.74,0.37,-2.54,23.48,10.56,0.29,-5.6,0.17,16.92,2020-05-13
577,159523,华夏中证智选300成长创新策略ETF,指数型-股票,2025-03-12,1.027,1.027,0.88,0.47,0.43,24.18,10.56,,,1.45,2.7,2023-09-05
578,159706,华安深证100ETF,指数型-股票,2025-03-12,0.7091,0.7091,0.42,-0.51,-3.0,27.51,10.49,-6.19,-13.48,0.71,-29.09,2021-12-09
579,516950,银华中证基建ETF,指数型-股票,2025-03-12,1.0755,1.0755,0.28,3.62,-3.58,24.65,10.47,0.09,3.46,0.36,7.55,2021-04-29
580,510370,兴业沪深300ETF,指数型-股票,2025-03-12,0.8656,0.8656,0.6,0.1,-2.41,22.42,10.44,2.56,-4.31,-0.16,-13.44,2020-09-11
581,512530,建信沪深300红利ETF,指数型-股票,2025-03-12,1.4385,1.4385,-0.38,-0.81,-4.07,14.85,10.32,21.4,21.4,-4.53,43.82,2019-08-23
582,515090,博时可持续发展100ETF,指数型-股票,2025-03-12,1.2035,1.2035,0.69,1.19,-2.03,22.31,10.21,3.81,-2.37,0.35,20.35,2020-01-19
583,510010,交银上证180公司治理ETF,指数型-股票,2025-03-12,1.567,1.744,0.71,0.26,-2.73,15.22,10.2,12.73,10.98,-2.06,74.44,2009-09-25
584,561910,招商中证电池主题ETF,指数型-股票,2025-03-12,0.5232,0.5232,-0.11,3.44,0.02,32.49,10.19,-23.98,-37.48,7.3,-47.68,2021-08-04
585,560550,广发中证上海环交所碳中和ETF,指数型-股票,2025-03-12,0.7748,0.7748,0.64,1.04,-1.69,21.29,10.07,-7.08,,2.68,-22.52,2022-07-11
586,513650,南方标普500ETF(QDII),指数型-海外股票,2025-03-11,1.4391,1.4391,-3.56,-8.12,-8.58,1.07,10.07,,,-5.45,43.91,2023-03-23
587,513500,博时标普500ETF,指数型-海外股票,2025-03-11,1.8876,3.7752,-3.59,-8.17,-8.6,1.14,10.05,49.04,50.04,-5.5,277.52,2013-12-05
588,561130,富国中证新华社民族品牌工程ETF,指数型-股票,2025-03-12,0.7963,0.7963,1.01,0.7,-2.85,30.14,10.05,-1.58,-5.73,0.31,-20.39,2021-09-27
589,560860,万家中证工业有色金属主题ETF,指数型-股票,2025-03-12,0.8746,0.8746,4.81,3.52,2.4,31.82,10.05,-10.95,,10.43,-12.54,2023-02-22
590,159699,广发恒生消费(QDII-ETF),指数型-海外股票,2025-03-12,0.9905,0.9905,0.88,4.97,-0.83,28.75,10.04,,,4.02,-0.95,2023-08-10
591,512180,建信MSCI中国A股国际通ETF,指数型-股票,2025-03-12,1.4127,1.4127,0.73,0.31,-2.63,23.1,9.95,0.06,-4.5,0.07,41.24,2018-04-19
592,159970,工银瑞信深证100ETF,指数型-股票,2025-03-12,4.7326,1.0359,0.43,-0.52,-2.94,26.86,9.94,-6.65,-14.0,0.69,3.59,2019-12-19
593,511180,海富通上证投资级可转债ETF,指数型-固收,2025-03-12,11.5306,1.1531,0.5,0.27,1.89,13.63,9.9,10.36,8.66,2.57,15.31,2020-07-13
594,159619,国泰中证基建ETF,指数型-股票,2025-03-12,0.9763,0.9763,0.24,3.59,-3.91,24.12,9.88,0.35,5.24,0.09,-2.37,2022-02-09
595,517380,天弘恒生沪深港创新药精选50ETF,指数型-股票,2025-03-12,0.5544,0.5544,-0.88,5.0,1.72,24.36,9.87,-16.53,-18.73,7.01,-44.56,2021-07-27
596,159980,大成有色金属期货ETF,指数型-其他,2025-03-12,1.7209,1.7209,2.22,2.57,2.32,6.52,9.82,11.16,2.91,5.05,72.09,2019-10-24
597,159655,华夏标普500ETF(QDII),指数型-海外股票,2025-03-11,1.4622,1.4622,-4.24,-9.15,-8.94,1.95,9.73,50.02,,-6.22,46.22,2022-10-12
598,159656,万家沪深300成长ETF,指数型-股票,2025-03-12,0.8582,0.8582,1.47,1.32,-1.58,28.67,9.73,-12.03,,2.25,-14.18,2022-12-28
599,159653,国联安国证ESG300ETF,指数型-股票,2025-03-12,0.9887,0.9887,0.83,0.4,-2.5,21.66,9.73,-1.13,,0.25,-1.13,2023-03-06
600,159635,华夏中证基建ETF,指数型-股票,2025-03-12,1.0345,1.0345,0.24,3.61,-3.97,24.13,9.69,-0.97,,0.07,3.45,2022-06-28
601,560700,广发中证国新央企股东回报ETF,指数型-股票,2025-03-12,1.0267,1.0852,0.68,0.31,-5.6,17.66,9.69,,,-3.49,8.62,2023-05-24
602,159969,银华深证100ETF,指数型-股票,2025-03-12,1.1849,1.1849,0.44,-0.48,-2.9,26.81,9.67,-7.6,-15.15,0.71,18.7,2019-06-28
603,159974,富国央企创新ETF,指数型-股票,2025-03-12,1.6013,1.6013,0.73,0.47,-2.72,19.05,9.61,12.73,22.38,-1.89,63.38,2019-09-20
604,512280,景顺MSCI中国A股ETF,指数型-股票,2025-03-12,1.4664,1.4664,0.71,0.32,-2.67,22.9,9.58,-0.7,-5.83,0.08,46.73,2018-04-27
605,563020,易方达中证红利低波动ETF,指数型-股票,2025-03-12,1.1288,1.1798,-0.61,-0.54,-3.55,14.36,9.52,,,-3.08,18.21,2023-12-06
606,159687,南方基金南方东英富时亚太低碳精选ETF(QDII),指数型-海外股票,2025-03-11,1.2864,1.2864,0.02,-0.31,0.78,7.24,9.5,30.01,,2.37,28.64,2022-12-16
607,515860,嘉实新兴科技100ETF,指数型-股票,2025-03-12,1.2463,1.2463,2.44,-0.06,7.44,40.81,9.35,8.24,-2.67,6.69,24.63,2019-09-26
608,159639,南方中证上海环交所碳中和ETF,指数型-股票,2025-03-12,0.7736,0.7736,0.64,1.03,-1.94,20.91,9.34,-7.83,,2.59,-22.64,2022-07-11
609,561960,招商中证国新央企股东回报ETF,指数型-股票,2025-03-12,1.0791,1.0911,0.67,0.31,-5.52,17.19,9.33,,,-3.55,9.08,2023-05-24
610,516600,工银瑞信中证消费服务领先ETF,指数型-股票,2025-03-12,0.61,0.61,1.09,1.75,-1.98,28.66,9.3,-7.15,-9.43,1.45,-39.0,2021-02-09
611,159717,鹏华国证ESG300ETF,指数型-股票,2025-03-12,0.8823,0.8823,0.82,0.39,-2.69,21.93,9.29,0.59,-4.29,0.14,-11.77,2021-09-15
612,159761,国泰中证新材料主题ETF,指数型-股票,2025-03-12,0.5315,0.5315,0.8,4.15,-1.37,32.78,9.29,-24.79,-36.45,5.65,-46.85,2021-11-24
613,510210,上证综指ETF,指数型-股票,2025-03-12,0.817,1.697,0.74,0.74,-2.74,22.49,9.22,7.51,7.97,0.25,72.56,2011-01-30
614,561190,富国中证上海环交所碳中和ETF,指数型-股票,2025-03-12,0.7732,0.7732,0.62,1.05,-1.89,20.85,9.16,-7.89,,2.66,-22.7,2022-07-11
615,159659,招商纳斯达克100ETF(QDII),指数型-海外股票,2025-03-11,1.499,1.499,-4.73,-10.54,-10.93,1.68,9.15,,,-7.87,49.9,2023-04-12
616,159671,工银瑞信中证稀有金属主题ETF,指数型-股票,2025-03-12,0.7473,0.7473,4.21,5.24,-0.08,34.96,9.13,-21.74,,10.71,-25.2,2023-02-17
617,561160,富国中证电池主题ETF,指数型-股票,2025-03-12,0.5248,0.5248,-0.13,3.43,-0.19,31.79,9.08,-25.6,,7.19,-47.53,2022-06-30
618,512890,华泰柏瑞中证红利低波ETF,指数型-股票,2025-03-12,1.085,2.17,-0.65,-0.59,-3.54,14.29,9.0,24.4,34.42,-3.24,117.0,2018-12-19
619,512260,华安中证低波动ETF,指数型-股票,2025-03-12,1.6077,1.6077,1.71,0.81,-3.33,26.83,8.97,4.95,7.12,1.19,60.8,2018-11-30
620,512360,平安MSCI中国A股国际ETF,指数型-股票,2025-03-12,1.5027,1.5027,0.72,0.25,-2.47,21.76,8.96,-1.09,-6.76,0.11,50.35,2018-06-15
621,562990,易方达中证上海环交所碳中和ETF,指数型-股票,2025-03-12,0.7725,0.7725,0.61,1.02,-2.02,20.55,8.93,-8.11,,2.52,-22.75,2022-07-11
622,159696,易方达纳斯达克100ETF(QDII),指数型-海外股票,2025-03-11,1.2916,1.2916,-4.77,-10.62,-11.11,1.5,8.86,,,-8.01,29.16,2023-08-17
623,159612,国泰标普500(QDII-ETF),指数型-海外股票,2025-03-11,1.4829,1.4829,-3.61,-8.17,-8.56,1.02,8.84,47.33,,-5.48,48.29,2022-05-09
624,513870,富国纳斯达克100ETF(QDII),指数型-海外股票,2025-03-11,1.3224,1.3224,-4.77,-10.6,-11.19,1.4,8.84,,,-7.96,32.24,2023-10-25
625,515600,广发央企创新ETF,指数型-股票,2025-03-12,1.475,1.475,0.72,0.5,-2.79,18.42,8.81,11.19,19.69,-2.02,49.28,2019-09-20
626,159666,华夏中证全指运输ETF,指数型-股票,2025-03-12,0.9527,0.9527,0.25,0.29,-7.28,13.31,8.79,-4.56,,-4.09,-4.73,2023-01-13
627,513110,华泰柏瑞纳斯达克100ETF(QDII),指数型-海外股票,2025-03-11,1.6088,1.6088,-4.75,-10.64,-10.99,1.58,8.74,61.43,,-8.09,60.88,2023-03-01
628,159944,广发中证全指原材料ETF,指数型-股票,2025-03-12,0.971,0.971,2.9,2.75,0.09,25.26,8.7,-9.87,-17.07,7.41,-2.9,2015-06-25
629,513390,博时纳斯达克100ETF(QDII),指数型-海外股票,2025-03-12,1.5789,1.5789,-5.0,-9.76,-9.45,1.69,8.55,,,-7.01,57.89,2023-04-19
630,560070,汇添富中证国新央企股东回报ETF,指数型-股票,2025-03-12,1.0183,1.0683,0.65,0.29,-5.84,16.85,8.52,,,-3.63,6.91,2023-05-24
631,159509,景顺长城纳斯达克科技ETF(QDII),指数型-海外股票,2025-03-11,1.3328,1.3328,-4.31,-12.07,-11.89,-0.72,8.5,,,-9.97,33.28,2023-07-19
632,515900,博时央企创新驱动ETF,指数型-股票,2025-03-12,1.4742,1.4742,0.71,0.5,-2.8,18.15,8.49,10.87,19.71,-2.03,48.88,2019-09-20
633,159549,天弘中证红利低波动100ETF,指数型-股票,2025-03-12,1.1155,1.1155,-0.12,-0.26,-4.7,17.76,8.46,,,-3.92,11.55,2023-11-23
634,159941,广发纳斯达克100ETF,指数型-海外股票,2025-03-11,1.0503,4.2012,-4.75,-10.55,-11.4,0.94,8.45,65.9,60.9,-8.27,320.12,2015-06-10
635,159501,嘉实纳斯达克100ETF(QDII),指数型-海外股票,2025-03-11,1.3073,1.3073,-4.76,-10.61,-11.11,1.43,8.44,,,-7.95,30.73,2023-05-31
636,513100,国泰纳斯达克100ETF,指数型-海外股票,2025-03-11,1.395,6.975,-4.78,-10.63,-11.2,1.16,8.39,66.07,61.83,-7.98,597.5,2013-04-25
637,159796,汇添富中证电池主题ETF,指数型-股票,2025-03-12,0.6193,0.6193,-0.16,3.41,-0.39,31.07,8.38,-26.24,-38.99,7.03,-38.07,2022-03-03
638,159660,汇添富纳斯达克100ETF,指数型-海外股票,2025-03-12,1.5356,1.5356,-5.01,-9.77,-9.62,1.41,8.31,,,-7.01,53.56,2023-03-30
639,513300,华夏纳斯达克100ETF(QDII),指数型-海外股票,2025-03-11,1.7528,1.7528,-5.46,-11.61,-11.53,2.17,8.3,69.01,64.92,-8.72,75.28,2020-10-22
640,159662,南方国证交通运输行业ETF,指数型-股票,2025-03-12,0.9811,0.9811,0.06,-0.14,-8.13,11.88,8.22,-4.92,,-5.28,-1.89,2022-11-23
641,159916,建信深证基本面60ETF,指数型-股票,2025-03-12,4.7706,2.5992,0.17,-0.48,-4.08,22.68,8.2,2.48,-2.45,-0.2,159.92,2011-09-08
642,560060,汇添富中证上海环交所碳中和ETF,指数型-股票,2025-03-12,0.7603,0.7603,0.6,1.0,-2.19,20.03,8.18,-9.16,,2.38,-23.97,2022-07-13
643,515680,嘉实中证央企创新驱动ETF,指数型-股票,2025-03-12,1.4824,1.4824,0.71,0.49,-2.89,18.03,8.16,10.75,20.31,-2.07,49.57,2019-09-20
644,515100,景顺长城红利低波动100ETF,指数型-股票,2025-03-12,1.4362,1.8732,-0.13,-0.31,-4.89,17.35,8.16,18.54,28.49,-3.96,93.05,2020-05-22
